org_id,org_name,org_type,org_type_code
XM-DAC-1643-1,Open Society Foundations Open Society Foundations,Foundation,60
XM-DAC-1644-1,Fondation Botnar Botnar Foundation,Foundation,60
XM-DAC-1645-1,CHANEL Foundation CHANEL Foundation,Foundation,60
XM-DAC-1646-1,Bezos Earth Fund Bezos Earth Fund,Foundation,60
XM-DAC-1647-1,German Postcode Lottery German Postcode Lottery,Foundation,60
XM-DAC-1648-1,Leona M. and Harry B. Helmsley Charitable Trust Leona M. and Harry B. Helmsley Charitable Trust,Foundation,60
XM-DAC-1649-1,Novo Nordisk Foundation Novo Nordisk Foundation,Foundation,60
XM-DAC-104,Nordic Development Fund,Multilateral,40
XM-DAC-807,UNEP,Multilateral,40
XM-DAC-811,Global Environment Facility,Multilateral,40
XM-DAC-812,Montreal Protocol,Multilateral,40
XM-DAC-901,International Bank for Reconstruction and Development,Multilateral,40
XM-DAC-902,Multilateral Investment Guarantee Agency,Multilateral,40
XM-DAC-903,International Finance Corporation,Multilateral,40
XM-DAC-905,International Development Association,Multilateral,40
XM-DAC-906,Caribbean Development Bank,Multilateral,40
XM-DAC-907,International Monetary Fund,Multilateral,40
XM-DAC-909,Inter-American Development Bank,Multilateral,40
XM-DAC-910,Central American Bank for Economic Integration,Multilateral,40
XM-DAC-913,African Development Bank,Multilateral,40
XM-DAC-914,African Development Fund,Multilateral,40
XM-DAC-915,Asian Development Bank,Multilateral,40
XM-DAC-921,Arab Fund (AFESD),Multilateral,40
XM-DAC-923,UN Peacebuilding Fund,Multilateral,40
XM-DAC-926,Council of Europe,Multilateral,40
XM-DAC-928,World Health Organisation,Multilateral,40
XM-DAC-932,Food and Agriculture Organisation,Multilateral,40
XM-DAC-940,International Labour Organisation,Multilateral,40
XM-DAC-944,International Atomic Energy Agency,Multilateral,40
XM-DAC-948,UNECE,Multilateral,40
XM-DAC-951,OPEC Fund for International Development,Multilateral,40
XM-DAC-952,OAPEC,Multilateral,40
XM-DAC-953,Arab Bank for Economic Development in Africa,Multilateral,40
XM-DAC-954,Special Arab Aid Fund for Africa,Multilateral,40
XM-DAC-956,IMF Trust Fund,Multilateral,40
XM-DAC-958,IMF (Concessional Trust Funds),Multilateral,40
XM-DAC-959,UNDP,Multilateral,40
XM-DAC-960,UNTA,Multilateral,40
XM-DAC-962,United Nations Conference on Trade and Development,Multilateral,40
XM-DAC-963,UNICEF,Multilateral,40
XM-DAC-964,UNRWA,Multilateral,40
XM-DAC-966,WFP,Multilateral,40
XM-DAC-967,UNHCR,Multilateral,40
XM-DAC-971,UNAIDS,Multilateral,40
XM-DAC-974,UNFPA,Multilateral,40
XM-DAC-976,Islamic Development Bank,Multilateral,40
XM-DAC-978,OSCE,Multilateral,40
XM-DAC-979,Islamic Monetary Fund,Multilateral,40
XM-DAC-980,Arab Fund for Technical Assistance to African and Arab Countries,Multilateral,40
XM-DAC-981,Black Sea Trade & Development Bank,Multilateral,40
XM-DAC-982,GODE,Multilateral,40
XM-DAC-983,Other Arab Agencies,Multilateral,40
XM-DAC-988,IFAD,Multilateral,40
XM-DAC-990,European Bank for Reconstruction and Development,Multilateral,40
XM-DAC-992,UN AGENCIES,Multilateral,40
XM-DAC-997,Global Partnership for Education,Multilateral,40
XM-DAC-1011,Climate Investment Funds,Multilateral,40
XM-DAC-1012,Adaptation Fund,Multilateral,40
XM-DAC-1013,Council of Europe Development Bank,Multilateral,40
XM-DAC-1014,Private Infrastructure Development Group,Multilateral,40
XM-DAC-1015,Development Bank of Latin America,Multilateral,40
XM-DAC-1016,Green Climate Fund,Multilateral,40
XM-DAC-1017,Credit Guarantee and Investment Facility,Multilateral,40
XM-DAC-1018,Global Energy Efficiency and Renewable Energy Fund,Multilateral,40
XM-DAC-1019,IDB Invest,Multilateral,40
XM-DAC-1020,Central Emergency Response Fund,Multilateral,40
XM-DAC-1023,World Tourism Organisation,Multilateral,40
XM-DAC-1024,Asian Infrastructure Investment Bank,Multilateral,40
XM-DAC-1025,Center of Excellence in Finance,Multilateral,40
XM-DAC-1037,International Investment Bank,Multilateral,40
XM-DAC-1038,UN Institute for Disarmament Research,Multilateral,40
XM-DAC-1039,UN Capital Development Fund,Multilateral,40
XM-DAC-1045,North American Development Bank,Multilateral,40
XM-DAC-1046,UN Women,Multilateral,40
XM-DAC-1047,COVID-19 Response and Recovery Multi-Partner Trust Fund,Multilateral,40
XM-DAC-1048,Joint Sustainable Development Goals Fund,Multilateral,40
XM-DAC-1049,International Commission on Missing Persons,Multilateral,40
XM-DAC-1050,WHO-Strategic Preparedness and Response Plan,Multilateral,40
XM-DAC-1052,International Centre for Genetic Engineering and Biotechnology,Multilateral,40
XM-DAC-1053,Asian Forest Cooperation Organisation,Multilateral,40
XM-DAC-1054,World Organisation for Animal Health,Multilateral,40
XM-DAC-1055,CGIAR,Multilateral,40
XM-DAC-1057,UN Development Coordination Office,Multilateral,40
XM-DAC-1058,IMF Resilience and Sustainability Trust,Multilateral,40
XM-DAC-1311,Global Alliance for Vaccines and Immunization,Multilateral,40
XM-DAC-1312,Global Fund,Multilateral,40
XM-DAC-1313,Global Green Growth Institute,Multilateral,40
XM-DAC-1401,WTO - International Trade Centre,Multilateral,40
XM-DAC-1404,World Trade Organisation,Multilateral,40
XM-DAC-1406,United Nations Industrial Development Organization,Multilateral,40
XM-DAC-1601,Bill & Melinda Gates Foundation,Foundation,60
XM-DAC-1602,Dutch Postcode Lottery,Foundation,60
XM-DAC-1603,Swedish Postcode Lottery,Foundation,60
XM-DAC-1604,People's Postcode Lottery,Foundation,60
XM-DAC-1605,MetLife Foundation,Foundation,60
XM-DAC-1606,Mastercard Foundation,Foundation,60
XM-DAC-1608,IKEA Foundation,Foundation,60
XM-DAC-1609,Bernard van Leer Foundation,Foundation,60
XM-DAC-1610,MAVA Foundation,Foundation,60
XM-DAC-1611,Oak Foundation,Foundation,60
XM-DAC-1612,H&M Foundation,Foundation,60
XM-DAC-1613,Laudes Foundation,Foundation,60
XM-DAC-1614,Charity Projects Ltd (Comic Relief),Foundation,60
XM-DAC-1615,Children's Investment Fund Foundation,Foundation,60
XM-DAC-1616,Gatsby Charitable Foundation,Foundation,60
XM-DAC-1617,Conrad N. Hilton Foundation,Foundation,60
XM-DAC-1618,David and Lucile Packard Foundation,Foundation,60
XM-DAC-1619,John D. and Catherine T. MacArthur Foundation,Foundation,60
XM-DAC-1620,Carnegie Corporation of New York,Foundation,60
XM-DAC-1621,Michael & Susan Dell Foundation,Foundation,60
XM-DAC-1622,"Omidyar Network Fund, Inc.",Foundation,60
XM-DAC-1623,Rockefeller Foundation,Foundation,60
XM-DAC-1624,William and Flora Hewlett Foundation,Foundation,60
XM-DAC-1625,Arcus Foundation,Foundation,60
XM-DAC-1626,Gordon and Betty Moore Foundation,Foundation,60
XM-DAC-1627,Ford Foundation,Foundation,60
XM-DAC-1628,Wellcome Trust,Foundation,60
XM-DAC-1629,UBS Optimus Foundation,Foundation,60
XM-DAC-1630,World Diabetes Foundation,Foundation,60
XM-DAC-1631,McKnight Foundation,Foundation,60
XM-DAC-1632,Citi Foundation,Foundation,60
XM-DAC-1633,LEGO Foundation,Foundation,60
XM-DAC-1634,Norwegian Postcode Lottery,Foundation,60
XM-DAC-1636,Jacobs Foundation,Foundation,60
XM-DAC-1637,Arcadia Fund,Foundation,60
XM-DAC-1638,Margaret A. Cargill Foundation,Foundation,60
XM-DAC-1639,La Caixa Banking Foundation,Foundation,60
XM-DAC-1640,Bloomberg Family Foundation,Foundation,60
XM-DAC-1641,Susan T. Buffett Foundation,Foundation,60
XM-DAC-1642,Howard G. Buffett Foundation,Foundation,60
XM-DAC-1643,Open Society Foundations,Foundation,60
XM-DAC-1644,Fondation Botnar,Foundation,60
XM-DAC-1645,CHANEL Foundation,Foundation,60
XM-DAC-1646,Bezos Earth Fund,Foundation,60
XM-DAC-1647,German Postcode Lottery,Foundation,60
XM-DAC-1648,Leona M. and Harry B. Helmsley Charitable Trust,Foundation,60
XM-DAC-1649,Novo Nordisk Foundation,Foundation,60
XM-DAC-1650,Good Ventures Foundation,Foundation,60
